"Data","Open","Close","High","Low"
"2016-07-21",3.1184339968,3.1396298099,3.1767224828,3.1078360903
"2016-07-22",3.1369803333,3.1634750996,3.1714235295,3.1051866137
"2016-07-25",3.1740730061,3.1873203893,3.2456088752,3.1555266697
"2016-07-26",3.1661245762,3.1475782398,3.1979182958,3.1396298099
"2016-07-27",3.1767224828,3.0495476044,3.1899698659,3.0495476044
"2016-07-28",3.0204033614,3.031001268,3.0601455109,2.9541664456
"2016-07-29",3.1157845202,3.1449287632,3.1740730061,3.0760423707
"2016-08-01",3.160825623,2.9806612119,3.1714235295,2.972712782
"2016-08-02",3.001857025,3.0098054549,3.0786918473,2.9409190624
"2016-08-03",3.0680939408,3.1528771931,3.1528771931,3.001857025
"2016-08-04",3.160825623,3.182021436,3.211165679,3.1449287632
"2016-08-05",3.211165679,3.0866402772,3.2244130622,3.0866402772
"2016-08-08",3.1237329501,3.1555266697,3.1714235295,3.0998876604
"2016-08-09",3.1581761463,3.1475782398,3.1979182958,3.1131350436
"2016-08-10",3.1661245762,3.0627949875,3.1714235295,3.0627949875
"2016-08-11",3.081341324,3.2058667257,3.2058667257,3.0733928941
"2016-08-12",3.1926193426,3.1793719594,3.2959489312,3.1740730061
"2016-08-15",3.2297120154,3.261505735,3.2774025948,3.1979182958
"2016-08-16",3.261505735,3.3091963144,3.3277426508,3.2164646323
"2016-08-17",3.3038973611,3.3807321835,3.3807321835,3.2641552116
"2016-08-18",3.39133009,3.4125259031,3.4522680526,3.3860311368
"2016-08-19",3.3966290433,3.3886806134,3.4231238096,3.3648353237
"2016-08-22",3.3462889873,3.2721036415,3.3462889873,3.2588562584
"2016-08-23",3.3065468378,3.3568868938,3.4072269498,3.290649978
"2016-08-24",3.311845791,3.2853510247,3.3674848003,3.2774025948
"2016-08-25",3.290649978,3.3197942209,3.3489384639,3.2721036415
"2016-08-26",3.3621858471,3.3250931742,3.4178248563,3.2985984079
"2016-08-29",3.311845791,3.4098764264,3.4337217161,3.2985984079
"2016-08-30",3.4549175292,3.4681649124,3.5052575852,3.4363711928
"2016-08-31",3.4787628189,3.4045774732,3.5026081086,3.3674848003
"2016-09-01",3.4363711928,3.4443196227,3.4681649124,3.3807321835
"2016-09-02",3.5026081086,3.5953397908,3.5979892674,3.4840617722
"2016-09-05",3.6536282767,3.6642261832,3.6907209495,3.6377314169
"2016-09-06",3.6271335103,3.7039683327,3.7039683327,3.5847418842
"2016-09-08",3.7278136224,3.7675557719,3.7861021083,3.6986693794
"2016-09-09",3.6986693794,3.5794429309,3.7145662392,3.5794429309
"2016-09-12",3.5291028749,3.6960199028,3.6960199028,3.5158554918
"2016-09-13",3.629782987,3.4469690993,3.6695251365,3.4284227629
"2016-09-14",3.4840617722,3.4734638656,3.5397007815,3.4363711928
"2016-09-15",3.499958632,3.5794429309,3.5926903141,3.4867112488
"2016-09-16",3.5344018282,3.4867112488,3.5555976413,3.4867112488
"2016-09-19",3.5555976413,3.4575670058,3.5873913608,3.4496185759
"2016-09-20",3.5635460712,3.5767934543,3.6112366505,3.5317523516
"2016-09-21",3.6032882206,3.6191850804,3.6271335103,3.550298688
"2016-09-22",3.680123043,3.709267286,3.7331125757,3.6668756598
"2016-09-23",3.7039683327,3.6271335103,3.7039683327,3.5873913608
"2016-09-26",3.600638744,3.550298688,3.6271335103,3.5476492114
"2016-09-27",3.550298688,3.4761133423,3.550298688,3.4098764264
"2016-09-28",3.5238039217,3.6695251365,3.6695251365,3.4761133423
"2016-09-29",3.6562777533,3.5582471179,3.6827725196,3.5582471179
"2016-09-30",3.5847418842,3.5953397908,3.6483293234,3.5608965945
"2016-10-03",3.6218345571,3.7013188561,3.7013188561,3.6085871739
"2016-10-04",3.7039683327,3.7145662392,3.7410610056,3.6642261832
"2016-10-05",3.759607342,3.8629369307,3.8788337905,3.7516589121
"2016-10-06",3.8973801269,4.0007097156,4.0007097156,3.8735348372
"2016-10-07",4.0351529118,4.0431013417,4.0748950613,3.9662665193
"2016-10-10",4.1119877341,4.1676267434,4.17822465,4.1093382575
"2016-10-11",4.1358330238,4.0775445379,4.149080407,4.0510497716
"2016-10-13",4.0245550053,4.1755751733,4.1914720331,3.9821633791
"2016-10-14",4.2418120892,4.308049005,4.3159974349,4.2338636593
"2016-10-17",4.3027500517,4.4776155095,4.4776155095,4.257708949
"2016-10-18",4.5597492851,4.6153882944,4.6736767803,4.5518008552
"2016-10-19",4.6948725934,4.668377827,4.7134189298,4.5941924813
"2016-10-20",4.5862440514,4.7001715466,4.7001715466,4.5623987617
"2016-10-21",4.6763262569,4.7558105559,4.7929032288,4.6312851542
"2016-10-24",4.8379443315,4.8220474718,4.8829854343,4.7690579391
"2016-10-25",4.827346425,4.7690579391,4.8458927614,4.6922231167
"2016-10-26",4.6895736401,4.7955527054,4.8352948549,4.6657283504
"2016-10-27",4.798202182,4.7929032288,4.8988822941,4.7929032288
"2016-10-28",4.7664084625,4.7929032288,4.8458927614,4.7558105559
"2016-10-31",4.777006369,4.6869241635,4.8140990419,4.6657283504
"2016-11-01",4.7372642195,4.4670176029,4.7372642195,4.387533304
"2016-11-03",4.4060796404,4.2736058088,4.5120587057,4.2736058088
"2016-11-04",4.3636880143,4.2365131359,4.3928322572,4.2153173228
"2016-11-07",4.4272754535,4.5597492851,4.5597492851,4.4272754535
"2016-11-08",4.5306050421,4.5147081823,4.6312851542,4.4325744067
"2016-11-09",4.199420463,4.4113785937,4.5306050421,4.1888225565
"2016-11-10",4.5306050421,4.1066887809,4.5518008552,4.1066887809
"2016-11-11",4.0219055286,3.7119167626,4.0960908744,3.6933704262
"2016-11-14",3.6562777533,3.709267286,3.7569578653,3.5317523516
"2016-11-16",3.8549885008,3.9053285568,3.9636170427,3.7569578653
"2016-11-17",4.0139570987,3.7861021083,4.0589982015,3.7861021083
"2016-11-18",3.8072979214,3.8470400709,3.8920811736,3.7649062953
"2016-11-21",3.9874623324,4.1278845939,4.1278845939,3.9424212297
"2016-11-22",4.2206162761,4.2206162761,4.2603584256,4.0404518651
"2016-11-23",4.1649772668,4.199420463,4.2365131359,4.1146372108
"2016-11-24",4.2126678462,4.1278845939,4.2126678462,4.1278845939
"2016-11-25",4.0404518651,4.0536992482,4.1119877341,3.9874623324
"2016-11-28",4.0272044819,4.0960908744,4.1225856407,4.0272044819
"2016-11-29",4.0536992482,3.8841327437,4.0748950613,3.8655864073
"2016-11-30",4.2126678462,4.2391626125,4.2895026686,4.1358330238
"2016-12-01",4.2391626125,4.0907919211,4.3318942947,4.0616476781
"2016-12-02",4.0060086688,4.1941215098,4.2153173228,3.9079780334
"2016-12-05",4.2418120892,4.149080407,4.2630079022,4.119936164
"2016-12-06",4.2391626125,4.278904762,4.2921521452,4.1702762201
"2016-12-07",4.3186469115,4.2020699397,4.3265953414,4.17822465
"2016-12-08",4.2312141826,4.1596783135,4.2391626125,4.1119877341
"2016-12-09",4.2073688929,4.1278845939,4.2126678462,4.1119877341
"2016-12-12",4.1835236032,4.1331835472,4.2259152294,4.1013898276
"2016-12-13",4.119936164,4.0934413977,4.1570288369,4.0748950613
"2016-12-14",4.0881424445,3.9053285568,4.098740351,3.9053285568
"2016-12-15",3.9159264633,3.9344727998,3.9503696595,3.7967000148
"2016-12-16",3.9477201829,3.9106275101,4.0113076221,3.9106275101
"2016-12-19",3.9424212297,3.8046484447,3.9450707063,3.8019989681
"2016-12-20",3.8311432111,3.8019989681,3.8655864073,3.7357620523
